method,pid,session,n_questions,exact_duplicate_rate,intent_duplicate_rate,categories_covered,min_per_category,category_entropy,replacement_churn,longitudinal_repetition,change_onsets,change_followup_rate,mean_words,non_question_items,invalid_output_rate,llm_calls,retries,generated_items,selection_ms,synthetic_rating_quality,semantic_near_dup_pair_rate,semantic_diversity,relevance_proxy_new
V2,P022,5,20,0.0,0.2,1.0,4,1.0,0.35,0.42857142857142855,1,1.0,8.45,0.0,0.1,1,0,30,14.0838329680264,3.5694100051350794,0.0,0.7807199787291581,0.41469295073106066
V2,P023,0,20,0.0,0.3,1.0,4,1.0,,,0,,8.85,0.0,0.05,1,0,60,10.940375039353967,2.7078753256971497,0.0,0.6970540811611211,0.2938278230824337
V2,P023,1,20,0.0,0.2,1.0,4,1.0,0.4,0.5,1,1.0,8.65,0.0,0.1,1,0,30,9.61445807479322,2.8587668257619785,0.0,0.7276739755819083,0.26809095214063267
V2,P023,2,20,0.0,0.3,1.0,3,0.9921503172858167,0.4,0.25,0,,8.6,0.0,0.03333333333333333,1,0,30,11.52041694149375,3.1950552157490137,0.0,0.7385263028400799,0.36385014794044646
V2,P023,3,20,0.0,0.4,1.0,4,1.0,0.25,0.4,1,1.0,9.0,0.0,0.03333333333333333,1,0,30,13.276082929223776,3.360774947822159,0.0,0.7344969547787006,0.4450819150756728
V2,P023,4,20,0.0,0.6,1.0,4,1.0,0.25,0.6,1,1.0,9.05,0.0,0.03333333333333333,1,0,30,13.58208293095231,3.5896814887952546,0.0,0.7125795187874064,0.42344134822958795
V2,P023,5,20,0.0,0.5,1.0,4,1.0,0.1,1.0,0,,8.9,0.0,0.1,1,0,30,14.011333929374814,3.5245002339566573,0.0,0.725734062375417,0.12104173310756541
V2,P024,0,20,0.0,0.1,1.0,4,1.0,,,0,,8.3,0.0,0.03333333333333333,1,0,60,11.685792123898864,2.5964129862582643,0.0,0.7443443295079859,0.3085839513525056
V2,P024,1,20,0.0,0.1,1.0,4,1.0,0.4,0.25,0,,8.5,0.0,0.13333333333333333,1,0,30,9.371125139296055,2.7595581575157624,0.0,0.7163314770778553,0.2471325772808741
V2,P024,2,20,0.0,0.2,1.0,4,1.0,0.35,0.5714285714285714,0,,8.4,0.0,0.06666666666666667,1,0,30,11.365208076313138,3.0581164665403735,0.0,0.7412192638105077,0.3999548535751166
V2,P024,3,20,0.0,0.3,1.0,4,1.0,0.5,0.6,0,,8.7,0.0,0.03333333333333333,1,0,30,13.053542003035545,3.1008680581448407,0.0,0.7540351638030005,0.23461573553133577
V2,P024,4,20,0.0,0.3,1.0,3,0.9921503172858167,0.15,0.3333333333333333,1,0.0,8.9,0.0,0.03333333333333333,1,0,30,14.350041979923844,3.1103056487123903,0.0,0.7404017002418932,0.22871351802654738
V2,P024,5,20,0.0,0.2,1.0,4,1.0,0.35,0.8571428571428571,0,,8.55,0.0,0.13333333333333333,1,0,30,13.84779205545783,3.103090183630388,0.0,0.7123019584088048,0.3322795932961164
V2,P025,0,20,0.0,0.3,1.0,4,1.0,,,0,,8.35,0.0,0.06666666666666667,1,0,60,10.673790937289596,3.020564674647476,0.005263157894736842,0.7218506187527618,0.3551119958973556
V2,P025,1,20,0.0,0.2,1.0,3,0.9921503172858167,0.1,0.5,0,,8.25,0.0,0.03333333333333333,1,0,30,10.196000104770064,3.09493039171367,0.005263157894736842,0.7261633462469108,0.25564475089379823
V2,P025,2,20,0.0,0.3,1.0,4,1.0,0.3,0.16666666666666666,0,,8.2,0.0,0.03333333333333333,1,0,30,10.904374998062849,3.075320272158133,0.005263157894736842,0.7288172696362205,0.23366682638091776
V2,P025,3,20,0.0,0.1,1.0,4,1.0,0.35,0.0,1,1.0,8.0,0.0,0.06666666666666667,1,0,30,12.062625028192997,3.186870096843372,0.0,0.7091780685341724,0.33173363190972266
V2,P025,4,20,0.0,0.3,1.0,3,0.9780451855744626,0.35,0.8571428571428571,0,,8.0,0.0,0.06666666666666667,1,0,30,13.130416860803962,3.2227713580057857,0.0,0.6913855076237728,0.3066277290465148
V2,P025,5,20,0.0,0.3,1.0,3,0.9921503172858167,0.25,0.2,1,1.0,8.4,0.0,0.03333333333333333,1,0,30,14.816249953582883,3.474893439949087,0.0,0.7139330963630118,0.45456666072297847
V2,P026,0,20,0.0,0.3,1.0,4,1.0,,,0,,8.6,0.0,0.05,1,0,60,11.007542023435235,2.946515303139843,0.0,0.7079158492636244,0.2786116865094445
V2,P026,1,20,0.0,0.2,1.0,4,1.0,0.5,0.1,1,1.0,9.05,0.0,0.13333333333333333,1,0,30,9.200375061482191,3.40454023365013,0.0,0.7062848816624827,0.3731147888486648
V2,P026,2,20,0.0,0.1,1.0,3,0.9921503172858167,0.2,0.25,1,1.0,9.5,0.0,0.1,1,0,30,11.48779084905982,3.389146789766012,0.0,0.7223048469803343,0.3429026412501667
V2,P026,3,20,0.0,0.1,1.0,3,0.9921503172858167,0.25,0.2,1,1.0,9.25,0.0,0.0,1,0,30,13.426000019535422,3.529801995755217,0.0,0.7430199253365823,0.32292678009927156
V2,P026,4,20,0.0,0.2,1.0,3,0.9921503172858167,0.25,0.4,0,,9.15,0.0,0.03333333333333333,1,0,30,13.269957853481174,3.5409561625406907,0.0,0.7376548742375324,0.3775980555205257
V2,P026,5,20,0.0,0.2,1.0,3,0.9921503172858167,0.1,0.5,0,,9.4,0.0,0.0,1,0,30,14.37633391469717,3.594318833978747,0.0,0.7590761559062321,0.41559838314710734
V2,P027,0,20,0.0,0.2,1.0,4,1.0,,,0,,8.55,0.0,0.05,1,0,60,10.968375019729137,2.8998315891129023,0.0,0.7240340602920816,0.3053064539890562
V2,P027,1,20,0.0,0.3,1.0,4,1.0,0.25,0.6,0,,8.55,0.0,0.0,1,0,30,10.115165961906314,2.8629772969936953,0.0,0.7313856048515144,0.3757732704486775
V2,P027,2,20,0.0,0.4,1.0,4,1.0,0.4,0.5,1,1.0,8.45,0.0,0.03333333333333333,1,0,30,11.285040993243456,3.1107510745264775,0.0,0.7050159970030507,0.3284846528869373
V2,P027,3,20,0.0,0.6,1.0,4,1.0,0.25,0.6,0,,8.7,0.0,0.03333333333333333,1,0,30,12.835541972890496,3.145507841426444,0.0,0.692322763142317,0.3019060094604874
V2,P027,4,20,0.0,0.4,1.0,4,1.0,0.3,0.3333333333333333,1,1.0,8.8,0.0,0.06666666666666667,1,0,30,13.277666876092553,3.349775837147971,0.0,0.7564379292885299,0.36485879795666737
V2,P027,5,20,0.0,0.3,1.0,4,1.0,0.2,0.25,0,,8.9,0.0,0.16666666666666666,1,0,30,13.625041814520955,3.3619604454973944,0.0,0.7761060914093434,0.26893888115944337
V2,P028,0,20,0.0,0.5,1.0,4,1.0,,,0,,8.3,0.0,0.016666666666666666,1,0,60,10.837791953235865,2.787832508275925,0.0,0.7063458605224795,0.3170913983613967
V2,P028,1,20,0.0,0.7,1.0,4,1.0,0.3,0.5,0,,8.85,0.0,0.1,1,0,30,9.596792049705982,2.9868124817740727,0.005263157894736842,0.6900077458273943,0.3347723761999793
V2,P028,2,20,0.0,0.4,1.0,4,1.0,0.3,0.0,1,1.0,8.3,0.0,0.0,1,0,30,11.815708130598068,3.369227882079989,0.005263157894736842,0.6777385205838726,0.3467541617169922
V2,P028,3,20,0.0,0.4,1.0,4,1.0,0.15,0.3333333333333333,0,,8.8,0.0,0.06666666666666667,1,0,30,12.952000135555863,3.501587741441777,0.005263157894736842,0.6718032476715535,0.3102827084580822
V2,P028,4,20,0.0,0.5,1.0,4,1.0,0.2,1.0,0,,8.8,0.0,0.03333333333333333,1,0,30,13.898042030632496,3.5913953740349194,0.005263157894736842,0.6831051680398534,0.2591882926045467
V2,P028,5,20,0.0,0.3,1.0,3,0.9780451855744626,0.15,0.3333333333333333,1,1.0,8.75,0.0,0.1,1,0,30,13.565709115937352,3.5819110981708233,0.0,0.7076179164503454,0.4416484098215398
V2,P029,0,20,0.0,0.2,1.0,4,1.0,,,0,,8.6,0.0,0.08333333333333333,1,0,60,10.908290976658463,2.9664439834175065,0.005263157894736842,0.6762074328290166,0.31438235243304913
V2,P029,1,20,0.0,0.3,1.0,4,1.0,0.4,0.375,1,1.0,8.75,0.0,0.03333333333333333,1,0,30,9.934958070516586,3.052875414874691,0.0,0.7341906852571785,0.35186638007206594
V2,P029,2,20,0.0,0.2,1.0,4,1.0,0.2,0.25,0,,8.9,0.0,0.1,1,0,30,11.313125025480986,3.1076363894020247,0.0,0.7286964095965132,0.275876936585767
V2,P029,3,20,0.0,0.2,1.0,4,1.0,0.25,0.6,0,,8.35,0.0,0.03333333333333333,1,0,30,12.902999995276332,3.2264378920576973,0.0,0.7567223581864989,0.20970441654387878
V2,P029,4,20,0.0,0.4,1.0,4,1.0,0.2,0.75,1,0.0,8.65,0.0,0.03333333333333333,1,0,30,13.622417114675045,3.2771743116630367,0.010526315789473684,0.7360057317794286,0.35126582576468207
V2,P029,5,20,0.0,0.2,1.0,3,0.9921503172858167,0.2,0.25,1,1.0,8.9,0.0,0.03333333333333333,1,0,30,14.493209077045321,3.3830619022279733,0.005263157894736842,0.7389174146423512,0.4209587394628313
V2-random-control,P000,0,20,0.0,0.4,1.0,2,0.9596390821693783,,,0,,8.5,0.0,0.08333333333333333,1,0,60,10.31258306466043,2.8160660782827125,0.005263157894736842,0.6880488073165856,0.32068375379062886
V2-random-control,P000,1,20,0.0,0.2,1.0,2,0.9674887648835618,0.45,0.3333333333333333,0,,8.6,0.0,0.06666666666666667,1,0,30,9.415708016604185,2.4612381779859995,0.0,0.6844885098113422,0.2946378152724669
V2-random-control,P000,2,20,0.0,0.4,1.0,2,0.9737442138807324,0.3,0.5,1,0.0,8.65,0.0,0.0,1,0,30,11.988583952188492,2.5784143011769123,0.0,0.6693946734268323,0.2722557748429253
V2-random-control,P000,3,20,0.0,0.25,1.0,3,0.9780451855744626,0.3,0.6666666666666666,0,,8.45,0.0,0.03333333333333333,1,0,30,12.760124867781997,2.57053522734666,0.005263157894736842,0.7027683021011979,0.31692161959886456
V2-random-control,P000,4,20,0.0,0.2,1.0,3,0.9780451855744626,0.2,0.25,0,,8.6,0.0,0.13333333333333333,1,0,30,12.390125077217817,2.7280965155039163,0.0,0.7107695779305383,0.35679697219214884
V2-random-control,P000,5,20,0.0,0.2,1.0,3,0.9780451855744626,0.35,0.5714285714285714,0,,8.7,0.0,0.06666666666666667,1,0,30,13.730958104133606,2.8897290877826465,0.0,0.7244298003604622,0.2698544406902284
V2-random-control,P001,0,20,0.0,0.6,1.0,2,0.941232978764294,,,0,,9.2,0.0,0.11666666666666667,1,0,60,10.469957953318954,2.565672135574388,0.005263157894736842,0.6212153638231162,0.2780671363316391
V2-random-control,P001,1,20,0.0,0.4,1.0,2,0.9737442138807324,0.25,0.2,1,0.0,8.7,0.0,0.03333333333333333,1,0,30,9.881458012387156,2.6156565731362056,0.0,0.6941026774261924,0.349538180942482
V2-random-control,P001,2,20,0.0,0.3,1.0,2,0.941232978764294,0.25,0.6,1,0.0,8.65,0.0,0.06666666666666667,1,0,30,10.936707956716418,2.5807206305169617,0.0,0.7109871206636865,0.42724746138149133
V2-random-control,P001,3,20,0.0,0.2,1.0,2,0.9737442138807324,0.2,0.25,1,0.0,8.45,0.0,0.03333333333333333,1,0,30,12.185042025521398,2.527221568620331,0.0,0.7020705178795359,0.29284315392146965
V2-random-control,P001,4,20,0.0,0.1,1.0,3,0.9921503172858167,0.35,0.5714285714285714,0,,8.6,0.0,0.1,1,0,30,12.869541067630053,2.397657607491743,0.0,0.7192038164657841,0.21155418834877357
V2-random-control,P001,5,20,0.0,0.4,1.0,3,0.9921503172858167,0.25,0.8,1,1.0,8.55,0.0,0.1,1,0,30,13.593582902103662,2.461388604578309,0.0,0.7384398067513778,0.3965109427124394
V2-random-control,P002,0,20,0.0,0.3,1.0,2,0.9455339504580242,,,0,,8.6,0.0,0.016666666666666666,1,0,60,11.221042135730386,2.8339021178234836,0.005263157894736842,0.6373781896339326,0.31595485759190267
V2-random-control,P002,1,20,0.0,0.4,1.0,2,0.9455339504580242,0.05,1.0,1,0.0,8.6,0.0,0.1,1,0,30,9.83966700732708,2.751847533463517,0.005263157894736842,0.6407572164967112,0.1873237896235527
V2-random-control,P002,2,20,0.0,0.7,1.0,2,0.9737442138807324,0.35,0.8571428571428571,1,0.0,8.4,0.0,0.06666666666666667,1,0,30,11.198666878044605,3.065535300202974,0.005263157894736842,0.6841214026913565,0.3709618267822014
V2-random-control,P002,3,20,0.0,0.5,1.0,2,0.9596390821693783,0.3,0.5,1,1.0,8.5,0.0,0.06666666666666667,1,0,30,12.115624966099858,3.0901929420384646,0.0,0.6777457269036287,0.4023088467987876
V2-random-control,P002,4,20,0.0,0.45,1.0,2,0.9596390821693783,0.25,0.8,0,,8.3,0.0,0.06666666666666667,1,0,30,12.969707837328315,3.016952513645941,0.0,0.6823121303316417,0.2128564627884632
V2-random-control,P002,5,20,0.0,0.55,1.0,2,0.9596390821693783,0.05,1.0,1,0.0,8.3,0.0,0.06666666666666667,1,0,30,14.389583142474294,3.092942680396347,0.0,0.6602078844743013,0.0
V2-random-control,P003,0,20,0.0,0.35,1.0,2,0.9349775297671233,,,0,,8.55,0.0,0.05,1,0,60,10.190624976530671,2.904312559129851,0.005263157894736842,0.6427118646729859,0.2977717612867363
V2-random-control,P003,1,20,0.0,0.1,1.0,3,0.9780451855744626,0.45,0.3333333333333333,1,1.0,8.5,0.0,0.2,1,0,30,8.653082884848118,2.826570937619818,0.0,0.6925371891401824,0.30902174084405654
V2-random-control,P003,2,20,0.0,0.1,1.0,2,0.9674887648835618,0.2,0.25,1,1.0,8.7,0.0,0.06666666666666667,1,0,30,11.308582965284586,2.9327594355615987,0.0,0.6740916622052627,0.36570060335706134
V2-random-control,P003,3,20,0.0,0.4,1.0,2,0.9674887648835618,0.45,0.2222222222222222,0,,8.65,0.0,0.03333333333333333,1,0,30,13.061000034213066,2.9331922184167887,0.005263157894736842,0.6977807677459593,0.3330407812322302
V2-random-control,P003,4,20,0.0,0.0,1.0,2,0.9596390821693783,0.45,0.4444444444444444,1,1.0,8.6,0.0,0.03333333333333333,1,0,30,13.741707894951105,2.631672756690876,0.0,0.7184383667960557,0.3235830976353049
V2-random-control,P003,5,20,0.0,0.2,1.0,2,0.9596390821693783,0.2,0.75,1,0.0,8.45,0.0,0.03333333333333333,1,0,30,15.13974997214973,2.6647501048241087,0.0,0.7026712123594918,0.19133026979602005
V2-random-control,P004,0,20,0.0,0.5,1.0,2,0.9455339504580242,,,0,,8.45,0.0,0.0,1,0,60,11.304209008812904,2.8030324258643526,0.005263157894736842,0.6487993005975647,0.32305043937864825
V2-random-control,P004,1,20,0.0,0.5,1.0,3,0.9921503172858167,0.45,0.4444444444444444,0,,8.05,0.0,0.06666666666666667,1,0,30,9.944916935637593,2.9051405522932416,0.0,0.6446453660116267,0.19854952725511
V2-random-control,P004,2,20,0.0,0.3,1.0,3,0.9843006345716333,0.3,0.3333333333333333,0,,8.2,0.0,0.06666666666666667,1,0,30,11.729834135621786,3.017105693739873,0.0,0.6681202373022608,0.3280580496932346
V2-random-control,P004,3,20,0.0,0.25,1.0,2,0.965894531166549,0.05,1.0,1,0.0,8.15,0.0,0.03333333333333333,1,0,30,14.094332931563258,3.1048578849372044,0.0,0.6712677436541443,0.05017155882205857
V2-random-control,P004,4,20,0.0,0.25,1.0,3,0.9701955028602792,0.2,0.25,1,0.0,8.0,0.0,0.0,1,0,30,13.173790881410241,3.1461901058857658,0.0,0.6900903433186012,0.3619811275938244
V2-random-control,P004,5,20,0.0,0.4,1.0,3,0.9701955028602792,0.35,0.5714285714285714,1,0.0,8.6,0.0,0.1,1,0,30,13.080541044473648,3.12354152208206,0.0,0.7176746829210306,0.3844436494903608
V2-random-control,P005,0,20,0.0,0.3,1.0,3,0.9780451855744626,,,0,,8.25,0.0,0.08333333333333333,1,0,60,10.926499962806702,3.588302292779163,0.0,0.6970488144410856,0.2981754549645122
V2-random-control,P005,1,20,0.0,0.2,1.0,3,0.9921503172858167,0.15,0.0,0,,8.45,0.0,0.1,1,0,30,9.841958060860634,3.4785194933644434,0.0,0.7078492038693853,0.11217890185897768
V2-random-control,P005,2,20,0.0,0.3,1.0,2,0.965894531166549,0.45,0.3333333333333333,1,1.0,8.7,0.0,0.03333333333333333,1,0,30,11.204042006283998,3.27901251808549,0.005263157894736842,0.7028769497516059,0.23256518640743173
V2-random-control,P005,3,20,0.0,0.2,1.0,3,0.9921503172858167,0.4,0.375,1,0.0,8.85,0.0,0.03333333333333333,1,0,30,12.859791051596403,3.15100845543576,0.005263157894736842,0.7199326329289815,0.2843503644836032
V2-random-control,P005,4,20,0.0,0.1,1.0,3,0.9921503172858167,0.4,0.625,1,1.0,8.6,0.0,0.06666666666666667,1,0,30,13.893625000491738,3.37702208342301,0.005263157894736842,0.717885452250099,0.29963425018497064
V2-random-control,P005,5,20,0.0,0.2,1.0,2,0.965894531166549,0.4,0.75,1,1.0,8.5,0.0,0.16666666666666666,1,0,30,13.375832932069898,3.2654392878902954,0.005263157894736842,0.6978004278016081,0.34165828539977827
V2-random-control,P006,0,20,0.0,0.45,1.0,2,0.9349775297671233,,,0,,8.4,0.0,0.06666666666666667,1,0,60,10.46970789320767,3.138485997028458,0.010526315789473684,0.6458780887431327,0.3117703302649436
V2-random-control,P006,1,20,0.0,0.35,1.0,2,0.941232978764294,0.15,0.0,1,0.0,8.35,0.0,0.0,1,0,30,10.69399993866682,3.0243812293039194,0.005263157894736842,0.6447213673607063,0.20719729437005385
V2-random-control,P006,2,20,0.0,0.3,1.0,2,0.9596390821693783,0.2,0.5,0,,8.65,0.0,0.0,1,0,30,11.93908415734768,3.1355579196931727,0.0,0.6482752618247019,0.2257899977126622
V2-random-control,P006,3,20,0.0,0.35,1.0,2,0.9674887648835618,0.45,0.5555555555555556,1,1.0,9.05,0.0,0.0,1,0,30,12.292375089600682,2.6432314565422232,0.0,0.6645039802169439,0.2570438932893694
V2-random-control,P006,4,20,0.0,0.2,1.0,3,0.9780451855744626,0.2,0.5,0,,8.9,0.0,0.03333333333333333,1,0,30,13.392708031460643,2.7348987543537007,0.0,0.6755996047291304,0.23444125729854093
V2-random-control,P006,5,20,0.0,0.1,1.0,2,0.9596390821693783,0.4,0.25,1,0.0,8.6,0.0,0.13333333333333333,1,0,30,13.891124865040183,2.916274652540709,0.0,0.7332135444240373,0.2387215616156507
V2-random-control,P007,0,20,0.0,0.3,1.0,3,0.9780451855744626,,,0,,8.65,0.0,0.08333333333333333,1,0,60,10.696458164602518,2.585577689092018,0.0,0.7481740797080485,0.3137450541950348
V2-random-control,P007,1,20,0.0,0.4,1.0,2,0.9349775297671233,0.25,0.4,0,,8.2,0.0,0.0,1,0,30,9.658790891990066,2.905702117807108,0.005263157894736842,0.7324756173971768,0.3241440752583421
V2-random-control,P007,2,20,0.0,0.5,1.0,2,0.9349775297671233,0.05,1.0,1,0.0,8.2,0.0,0.03333333333333333,1,0,30,11.054708156734705,2.940778457883129,0.005263157894736842,0.7265936761818532,0.4074633419402265
V2-random-control,P007,3,20,0.0,0.2,1.0,2,0.9596390821693783,0.2,0.25,1,0.0,8.35,0.0,0.06666666666666667,1,0,30,11.557208141312003,3.122159820045775,0.005263157894736842,0.7220562905629734,0.23131050976346917
V2-random-control,P007,4,20,0.0,0.2,1.0,3,0.9921503172858167,0.5,0.3,1,1.0,9.05,0.0,0.03333333333333333,1,0,30,10.340915992856026,3.023388699328539,0.0,0.7183732253083036,0.30853727869364406
V2-random-control,P007,5,20,0.0,0.15,1.0,3,0.9701955028602792,0.25,0.4,0,,9.3,0.0,0.06666666666666667,1,0,30,13.635082868859172,2.963046681263161,0.0,0.7183467832056705,0.2641782123217037
V2-random-control,P008,0,20,0.0,0.25,1.0,2,0.9349775297671233,,,0,,8.85,0.0,0.08333333333333333,1,0,60,10.358500061556697,3.011288613242794,0.0,0.6767941357836995,0.2747309973910371
V2-random-control,P008,1,20,0.0,0.35,1.0,2,0.941232978764294,0.35,0.42857142857142855,1,0.0,8.8,0.0,0.0,1,0,30,9.813042124733329,2.8185469364135534,0.005263157894736842,0.6722397942445382,0.284585827876298
V2-random-control,P008,2,20,0.0,0.1,1.0,2,0.9349775297671233,0.3,0.3333333333333333,1,0.0,8.65,0.0,0.03333333333333333,1,0,30,11.206584051251411,3.021965700573375,0.0,0.6930284245466789,0.24957426455944684
V2-random-control,P008,3,20,0.0,0.2,1.0,2,0.9455339504580242,0.3,0.3333333333333333,1,0.0,8.5,0.0,0.03333333333333333,1,0,30,12.683458160609007,3.1028254886181044,0.005263157894736842,0.6973211279668665,0.3274467723798579
V2-random-control,P008,4,20,0.0,0.2,1.0,2,0.941232978764294,0.4,0.375,1,1.0,8.65,0.0,0.06666666666666667,1,0,30,13.403000077232718,3.1637839242005064,0.0,0.7079395881889932,0.3368454691596522
V2-random-control,P008,5,20,0.0,0.0,1.0,2,0.9596390821693783,0.2,0.5,1,0.0,9.0,0.0,0.03333333333333333,1,0,30,14.466749969869852,3.088612428665712,0.0,0.7054599317015493,0.4536415541069891
V2-random-control,P009,0,20,0.0,0.4,1.0,2,0.9349775297671233,,,0,,8.9,0.0,0.06666666666666667,1,0,60,10.833416832610965,3.2157149541058345,0.010526315789473684,0.689674477648456,0.3315289234402093
V2-random-control,P009,1,20,0.0,0.2,1.0,2,0.9596390821693783,0.3,0.3333333333333333,0,,8.75,0.0,0.13333333333333333,1,0,30,9.634166955947876,3.3608267112602244,0.0,0.6953336533267123,0.3407049261500286
V2-random-control,P009,2,20,0.0,0.3,1.0,2,0.9596390821693783,0.25,0.6,0,,8.7,0.0,0.1,1,0,30,11.031333124265075,3.3804491880150165,0.0,0.6729278036309096,0.2808923635663674
V2-random-control,P009,3,20,0.0,0.5,1.0,3,0.9701955028602792,0.3,0.6666666666666666,1,0.0,8.25,0.0,0.03333333333333333,1,0,30,12.613458093255758,3.1973096672329486,0.005263157894736842,0.6701980804799246,0.260755755322716
V2-random-control,P009,4,20,0.0,0.25,1.0,2,0.941232978764294,0.2,0.25,0,,8.1,0.0,0.1,1,0,30,12.709666974842548,2.995261896806528,0.005263157894736842,0.6436341820411202,0.2533175853056144
V2-random-control,P009,5,20,0.0,0.6,1.0,2,0.9455339504580242,0.45,0.5555555555555556,0,,8.85,0.0,0.03333333333333333,1,0,30,13.426874997094274,3.0542216768641417,0.0,0.6718231729565971,0.26985686789279545
V2-random-control,P010,0,20,0.0,0.3,1.0,2,0.941232978764294,,,0,,9.25,0.0,0.05,1,0,60,11.0128337983042,3.0746734614826488,0.0,0.7053486439808441,0.24890981344101912
V2-random-control,P010,1,20,0.0,0.3,1.0,2,0.9596390821693783,0.3,0.5,1,0.0,8.95,0.0,0.1,1,0,30,9.616083931177855,2.75211037504407,0.0,0.700531622339079,0.2788456745816343
V2-random-control,P010,2,20,0.0,0.35,1.0,2,0.941232978764294,0.45,0.4444444444444444,0,,9.2,0.0,0.06666666666666667,1,0,30,11.226208182051778,2.73524998652693,0.005263157894736842,0.6842472481544546,0.32423615713181764
V2-random-control,P010,3,20,0.0,0.1,1.0,2,0.9596390821693783,0.35,0.42857142857142855,0,,9.6,0.0,0.06666666666666667,1,0,30,12.970041949301958,3.028811963518945,0.0,0.6746203656592791,0.22744005401525927
V2-random-control,P010,4,20,0.0,0.2,1.0,3,0.9701955028602792,0.25,0.4,1,0.0,9.55,0.0,0.0,1,0,30,13.973083114251494,3.273550621991228,0.005263157894736842,0.6734691854451147,0.2913695785779807
V2-random-control,P010,5,20,0.0,0.1,1.0,3,0.9701955028602792,0.1,0.5,1,1.0,9.7,0.0,0.03333333333333333,1,0,30,14.421415980905294,3.332965572923211,0.0,0.6833702050022492,0.4563463517127782
V2-random-control,P011,0,20,0.0,0.25,1.0,2,0.9349775297671233,,,0,,9.2,0.0,0.0,1,0,60,12.043124996125698,2.8459535881905573,0.0,0.6647444366981716,0.2533217527745051
V2-random-control,P011,1,20,0.0,0.3,1.0,2,0.9349775297671233,0.3,0.5,1,0.0,9.1,0.0,0.03333333333333333,1,0,30,10.159041034057736,2.9069579994603334,0.0,0.6856793921386406,0.3489829561466042
V2-random-control,P011,2,20,0.0,0.35,1.0,2,0.9349775297671233,0.4,0.375,1,0.0,8.9,0.0,0.1,1,0,30,10.819541988894343,3.0137782622992484,0.005263157894736842,0.6498381162249205,0.3826286774653577
V2-random-control,P011,3,20,0.0,0.1,1.0,3,0.9701955028602792,0.4,0.25,1,0.0,8.7,0.0,0.1,1,0,30,12.329125078395009,2.9249476073732965,0.005263157894736842,0.6587774130557211,0.28327290875059774
V2-random-control,P011,4,20,0.0,0.3,1.0,2,0.9349775297671233,0.35,0.7142857142857143,1,1.0,9.0,0.0,0.06666666666666667,1,0,30,12.91641709394753,2.7933076971556288,0.0,0.7312573517515717,0.36881701858197424
V2-random-control,P011,5,20,0.0,0.2,1.0,2,0.9596390821693783,0.2,0.5,0,,9.05,0.0,0.03333333333333333,1,0,30,13.98129086010158,2.7809376311583667,0.0,0.7413950781041982,0.3281918957520983
V2-random-control,P012,0,20,0.0,0.3,1.0,2,0.9349775297671233,,,0,,9.05,0.0,0.03333333333333333,1,0,60,10.886000003665686,3.1934427308454962,0.005263157894736842,0.6505652502108883,0.3095518781753157
V2-random-control,P012,1,20,0.0,0.45,1.0,2,0.941232978764294,0.1,1.0,1,0.0,8.9,0.0,0.06666666666666667,1,0,30,9.770125150680542,3.263691535136308,0.005263157894736842,0.6471671979671707,0.23236538237976606
V2-random-control,P012,2,20,0.0,0.45,1.0,2,0.9455339504580242,0.35,0.42857142857142855,1,1.0,8.7,0.0,0.03333333333333333,1,0,30,10.566167067736387,3.243929536765043,0.010526315789473684,0.672275433127397,0.47830740855983345
V2-random-control,P012,3,20,0.0,0.45,1.0,2,0.9455339504580242,0.1,1.0,0,,8.6,0.0,0.0,1,0,30,12.424041982740164,3.145172899672148,0.010526315789473684,0.668696945052117,0.13522114354574727
V2-random-control,P012,4,20,0.0,0.45,1.0,2,0.9455339504580242,0.1,0.0,0,,8.55,0.0,0.0,1,0,30,13.367125065997243,3.1774777689952955,0.010526315789473684,0.6730975430302506,0.2923923892182463
V2-random-control,P012,5,20,0.0,0.2,1.0,2,0.9596390821693783,0.4,0.375,0,,8.65,0.0,0.06666666666666667,1,0,30,13.173332903534174,3.2352073579346006,0.0,0.7064612440745741,0.34162452557399214
V2-random-control,P013,0,20,0.0,0.3,1.0,3,0.9701955028602792,,,0,,8.45,0.0,0.016666666666666666,1,0,60,11.890208115801215,3.03206727171436,0.0,0.6540506960460626,0.24515745843998943
V2-random-control,P013,1,20,0.0,0.4,1.0,2,0.9349775297671233,0.5,0.6,0,,8.65,0.0,0.06666666666666667,1,0,30,8.392082992941141,2.9852215016601384,0.005263157894736842,0.6347245547058308,0.32685370359715704
V2-random-control,P013,2,20,0.0,0.4,1.0,3,0.9780451855744626,0.35,0.2857142857142857,1,1.0,8.95,0.0,0.03333333333333333,1,0,30,12.139540864154696,3.1632549550132176,0.005263157894736842,0.6841737037526106,0.3561317833453379
V2-random-control,P013,3,20,0.0,0.3,1.0,3,0.9780451855744626,0.2,0.25,1,0.0,9.15,0.0,0.03333333333333333,1,0,30,13.652666006237268,2.9967885396359777,0.0,0.6872593401204597,0.3341866018520508
V2-random-control,P013,4,20,0.0,0.4,1.0,2,0.9596390821693783,0.1,1.0,1,0.0,9.0,0.0,0.0,1,0,30,14.38958290964365,3.118274970552553,0.0,0.6661501781343769,0.3634055809777643
V2-random-control,P013,5,20,0.0,0.4,1.0,3,0.9780451855744626,0.2,0.5,0,,9.0,0.0,0.03333333333333333,1,0,30,14.15137480944395,3.2417176581475977,0.0,0.6666561308927978,0.35548746874305637
